Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-A2-A0EU-01A-22D-A060-02	10	61819	38814891	NA	-0.0607885438124826
TCGA-A2-A0EU-01A-22D-A060-02	10	38869432	39154704	NA	-0.272909460644239
TCGA-A2-A0EU-01A-22D-A060-02	10	42402985	135524732	NA	-0.0509700323898731
TCGA-A2-A0EU-01A-22D-A060-02	11	196129	134946455	NA	0.161106582026716
TCGA-A2-A0EU-01A-22D-A060-02	12	182488	133841505	NA	0.375920156482938
TCGA-A2-A0EU-01A-22D-A060-02	13	19020029	115109864	NA	-0.329110530430637
TCGA-A2-A0EU-01A-22D-A060-02	14	19125053	107289526	NA	-0.412157733967097
TCGA-A2-A0EU-01A-22D-A060-02	15	20000002	102521366	NA	-0.111186296217344
TCGA-A2-A0EU-01A-22D-A060-02	16	60002	32156641	NA	0.856748384776295
TCGA-A2-A0EU-01A-22D-A060-02	16	34196286	35284587	NA	0.596498151295928
TCGA-A2-A0EU-01A-22D-A060-02	16	46501020	47954733	NA	0.87577641903903
TCGA-A2-A0EU-01A-22D-A060-02	16	47954734	47967347	NA	-0.308293267010226
TCGA-A2-A0EU-01A-22D-A060-02	16	47967348	48166008	NA	0.926816811775415
TCGA-A2-A0EU-01A-22D-A060-02	16	48166009	90294729	NA	-0.434375456727563
TCGA-A2-A0EU-01A-22D-A060-02	17	2	81195162	NA	0.113920304372678
TCGA-A2-A0EU-01A-22D-A060-02	18	63513	78017233	NA	-0.336459008710676
TCGA-A2-A0EU-01A-22D-A060-02	19	70881	59118869	NA	0.302780834625541
TCGA-A2-A0EU-01A-22D-A060-02	20	60002	62965506	NA	0.555356245332897
TCGA-A2-A0EU-01A-22D-A060-02	21	9422246	48119869	NA	-0.411290165586268
TCGA-A2-A0EU-01A-22D-A060-02	22	16972573	51244552	NA	-0.459539615359244
TCGA-A2-A0EU-01A-22D-A060-02	23	2699504	154930285	NA	0.194146928345973
TCGA-A7-A0D9-10A-01D-A060-02	1	10209	249240606	NA	-0.209285924761182
TCGA-A7-A0D9-10A-01D-A060-02	2	10002	243189359	NA	-0.204489717480704
TCGA-A7-A0D9-10A-01D-A060-02	3	60175	197962416	NA	-0.202061144403502
TCGA-A7-A0D9-10A-01D-A060-02	4	69223	191014397	NA	-0.196448961894486
TCGA-A7-A0D9-10A-01D-A060-02	5	11770	180905246	NA	-0.200676978686708
TCGA-A7-A0D9-10A-01D-A060-02	6	63815	171050932	NA	-0.204844291503843
TCGA-A7-A0D9-10A-01D-A060-02	7	10128	159128640	NA	0.28080926587637
TCGA-A7-A0D9-10A-01D-A060-02	8	23380	35401577	NA	-0.944625187870942
TCGA-A7-A0D9-10A-01D-A060-02	8	35401578	35671070	NA	2.12459537043057
TCGA-A7-A0D9-10A-01D-A060-02	8	35671071	35859033	NA	2.98501906111325
TCGA-A7-A0D9-10A-01D-A060-02	8	35859034	36115699	NA	3.56867147449583
TCGA-A7-A0D9-10A-01D-A060-02	8	36115700	36943179	NA	3.11816801629714
TCGA-A7-A0D9-10A-01D-A060-02	8	36943180	37209035	NA	3.43710091036034
TCGA-A7-A0D9-10A-01D-A060-02	8	37209036	37601928	NA	3.70773342157401
TCGA-A7-A0D9-10A-01D-A060-02	8	37601929	38149138	NA	3.93840136678999
TCGA-A7-A0D9-10A-01D-A060-02	8	38149139	38520119	NA	4.20629641609352
TCGA-A7-A0D9-10A-01D-A060-02	8	38520120	38940452	NA	3.5550657482437
TCGA-A7-A0D9-10A-01D-A060-02	8	38940453	39243402	NA	3.22732143880204
TCGA-A7-A0D9-10A-01D-A060-02	8	39243403	39251874	NA	-0.820617931551086
TCGA-A7-A0D9-10A-01D-A060-02	8	39251875	39308305	NA	2.85158563376945
TCGA-A7-A0D9-10A-01D-A060-02	8	39308306	39708671	NA	3.55938642447248
TCGA-A7-A0D9-10A-01D-A060-02	8	39708672	40060371	NA	-0.955309677096978
TCGA-A7-A0D9-10A-01D-A060-02	8	40060372	40642654	NA	3.75030115084354
TCGA-A7-A0D9-10A-01D-A060-02	8	40642655	40851045	NA	-0.946157604544558
TCGA-A7-A0D9-10A-01D-A060-02	8	40851046	41074582	NA	3.80483737219339
TCGA-A7-A0D9-10A-01D-A060-02	8	41074583	41516686	NA	3.34221696802762
TCGA-A7-A0D9-10A-01D-A060-02	8	41516687	41626798	NA	-0.932557056147935
TCGA-A7-A0D9-10A-01D-A060-02	8	41626799	41693198	NA	3.21797797261477
TCGA-A7-A0D9-10A-01D-A060-02	8	41693199	41902210	NA	-0.940588816042572
TCGA-A7-A0D9-10A-01D-A060-02	8	41902211	41911984	NA	2.61747679324445
TCGA-A7-A0D9-10A-01D-A060-02	8	41911985	41935686	NA	-1.112948606894
TCGA-A7-A0D9-10A-01D-A060-02	8	41935687	41942910	NA	2.97881775670589
TCGA-A7-A0D9-10A-01D-A060-02	8	41942911	41971530	NA	-1.00857539011817
TCGA-A7-A0D9-10A-01D-A060-02	8	41971531	41993802	NA	3.37212768077027
TCGA-A7-A0D9-10A-01D-A060-02	8	41993806	43820483	NA	-0.942028233284881
TCGA-A7-A0D9-10A-01D-A060-02	8	43820484	53965088	NA	1.17088543002402
TCGA-A7-A0D9-10A-01D-A060-02	8	53965089	55811766	NA	0.633492471657973
TCGA-A7-A0D9-10A-01D-A060-02	8	55811767	56185064	NA	1.31687127487827
TCGA-A7-A0D9-10A-01D-A060-02	8	56185065	57528287	NA	0.6220752755056
TCGA-A7-A0D9-10A-01D-A060-02	8	57528288	57652582	NA	1.50489492108143
TCGA-A7-A0D9-10A-01D-A060-02	8	57652583	88465269	NA	0.656001080810994
TCGA-A7-A0D9-10A-01D-A060-02	8	88465270	89077089	NA	0.946178224079487
TCGA-A7-A0D9-10A-01D-A060-02	8	89077090	104282667	NA	0.654376686254362
TCGA-A7-A0D9-10A-01D-A060-02	8	104282668	106547038	NA	1.39677107738297
TCGA-A7-A0D9-10A-01D-A060-02	8	106547039	111045484	NA	1.57726097823377
TCGA-A7-A0D9-10A-01D-A060-02	8	111045485	118570885	NA	1.3828350253342
TCGA-A7-A0D9-10A-01D-A060-02	8	118570886	121755907	NA	1.84078403756267
TCGA-A7-A0D9-10A-01D-A060-02	8	121755908	122877428	NA	1.55417196306226
TCGA-A7-A0D9-10A-01D-A060-02	8	122877429	125461068	NA	1.37278615236745
TCGA-A7-A0D9-10A-01D-A060-02	8	125461069	127416577	NA	1.77173895153094
TCGA-A7-A0D9-10A-01D-A060-02	8	127416578	131239803	NA	1.36780076915142
TCGA-A7-A0D9-10A-01D-A060-02	8	131239804	132809374	NA	1.18406102468976
TCGA-A7-A0D9-10A-01D-A060-02	8	132809375	133731406	NA	0.928937526920432
TCGA-A7-A0D9-10A-01D-A060-02	8	133731407	135403400	NA	1.20155514146987
TCGA-A7-A0D9-10A-01D-A060-02	8	135403401	137208817	NA	1.41779434625227
TCGA-A7-A0D9-10A-01D-A060-02	8	137208818	140766081	NA	1.84106582737132
TCGA-A7-A0D9-10A-01D-A060-02	8	140766082	140986565	NA	1.38158945239326
TCGA-A7-A0D9-10A-01D-A060-02	8	140986566	142608820	NA	1.69719456789037
TCGA-A7-A0D9-10A-01D-A060-02	8	142608821	143264584	NA	1.38189391440577
TCGA-A7-A0D9-10A-01D-A060-02	8	143264585	143983185	NA	0.933969225382402
TCGA-A7-A0D9-10A-01D-A060-02	8	143983186	144891310	NA	1.34016285702443
TCGA-A7-A0D9-10A-01D-A060-02	8	144891311	145674167	NA	1.6517556462727
TCGA-A7-A0D9-10A-01D-A060-02	8	145674168	146303846	NA	1.3297669682151
TCGA-A7-A0D9-10A-01D-A060-02	9	10002	30465156	NA	-0.892649087567745
TCGA-A7-A0D9-10A-01D-A060-02	9	30465157	68387471	NA	-0.253300092728059
TCGA-A7-A0D9-10A-01D-A060-02	9	69002837	141153413	NA	-0.913803285736324
TCGA-A7-A0D9-10A-01D-A060-02	10	61819	135524732	NA	-0.211911335621586
TCGA-A7-A0D9-10A-01D-A060-02	11	61357	134946455	NA	-0.20522966903781
TCGA-A7-A0D9-10A-01D-A060-02	12	182488	133841505	NA	-0.206966499428425
TCGA-A7-A0D9-10A-01D-A060-02	13	19020029	115109864	NA	-0.196909694880245
TCGA-A7-A0D9-10A-01D-A060-02	14	20424405	107289526	NA	-0.206715568579907
TCGA-A7-A0D9-10A-01D-A060-02	15	20000002	50734763	NA	-0.944390233547974
TCGA-A7-A0D9-10A-01D-A060-02	15	50734764	54347747	NA	-0.207746763165031
TCGA-A7-A0D9-10A-01D-A060-02	15	54347748	56897168	NA	-0.923240689009309
TCGA-A7-A0D9-10A-01D-A060-02	15	56897169	60118116	NA	-0.216881608902092
TCGA-A7-A0D9-10A-01D-A060-02	15	60118117	60134507	NA	3.48141697912332
TCGA-A7-A0D9-10A-01D-A060-02	15	60134508	60162137	NA	-0.20956014382209
TCGA-A7-A0D9-10A-01D-A060-02	15	60162138	60489839	NA	2.8265644594785
TCGA-A7-A0D9-10A-01D-A060-02	15	60489840	60800713	NA	3.44763773764313
TCGA-A7-A0D9-10A-01D-A060-02	15	60800714	61388671	NA	3.76707464676189
TCGA-A7-A0D9-10A-01D-A060-02	15	61388672	61701498	NA	3.37590580076948
TCGA-A7-A0D9-10A-01D-A060-02	15	61701499	62489864	NA	2.87974952479739
TCGA-A7-A0D9-10A-01D-A060-02	15	62489865	70088306	NA	1.94791548560974
TCGA-A7-A0D9-10A-01D-A060-02	15	70088307	71049224	NA	2.86682829699892
TCGA-A7-A0D9-10A-01D-A060-02	15	71049225	71411433	NA	1.97818555258147
TCGA-A7-A0D9-10A-01D-A060-02	15	71411434	71850286	NA	0.309777392891887
TCGA-A7-A0D9-10A-01D-A060-02	15	71850287	73671631	NA	2.01248439898215
TCGA-A7-A0D9-10A-01D-A060-02	15	73671632	75614787	NA	0.628936981179099
TCGA-A7-A0D9-10A-01D-A060-02	15	75614788	79836554	NA	2.08536040290559
TCGA-A7-A0D9-10A-01D-A060-02	15	79836555	80340245	NA	0.665525683021893
TCGA-A7-A0D9-10A-01D-A060-02	15	80340246	92306840	NA	0.281774216511537
TCGA-A7-A0D9-10A-01D-A060-02	15	92306841	95985371	NA	-0.21434276682514
TCGA-A7-A0D9-10A-01D-A060-02	15	95985372	96138065	NA	1.46441725991316
TCGA-A7-A0D9-10A-01D-A060-02	15	96138066	96238660	NA	1.87005853816188
TCGA-A7-A0D9-10A-01D-A060-02	15	96238661	96841508	NA	0.729974311637657
TCGA-A7-A0D9-10A-01D-A060-02	15	96841509	97430272	NA	2.32824200881228
TCGA-A7-A0D9-10A-01D-A060-02	15	97430273	97624336	NA	3.09335080719996
TCGA-A7-A0D9-10A-01D-A060-02	15	97624337	97779513	NA	3.52846868576063
TCGA-A7-A0D9-10A-01D-A060-02	15	97779514	98312747	NA	3.88975783489096
TCGA-A7-A0D9-10A-01D-A060-02	15	98312748	98519513	NA	4.25258455583762
TCGA-A7-A0D9-10A-01D-A060-02	15	98519514	98959399	NA	3.86922494119405
TCGA-A7-A0D9-10A-01D-A060-02	15	98959400	99627602	NA	4.23021145676091
TCGA-A7-A0D9-10A-01D-A060-02	15	99627603	99930888	NA	3.65054717124862
TCGA-A7-A0D9-10A-01D-A060-02	15	99930889	100070833	NA	1.26917276834769
TCGA-A7-A0D9-10A-01D-A060-02	15	100070834	100480253	NA	2.12456059047271
TCGA-A7-A0D9-10A-01D-A060-02	15	100480254	102521366	NA	-0.934690173134226
TCGA-A7-A0D9-10A-01D-A060-02	16	60002	90294729	NA	-0.217883713851388
TCGA-A7-A0D9-10A-01D-A060-02	17	2	2739167	NA	-0.267411120069501
TCGA-A7-A0D9-10A-01D-A060-02	17	2739168	15676840	NA	-0.923019210702063
TCGA-A7-A0D9-10A-01D-A060-02	17	15676841	20332858	NA	0.204967089471458
TCGA-A7-A0D9-10A-01D-A060-02	17	20332859	22078892	NA	-0.834651396002785
TCGA-A7-A0D9-10A-01D-A060-02	17	22078893	27606987	NA	0.0994838832499835
TCGA-A7-A0D9-10A-01D-A060-02	17	27606988	31150342	NA	-0.325519802011934
TCGA-A7-A0D9-10A-01D-A060-02	17	31150343	38633062	NA	-0.915828413204912
TCGA-A7-A0D9-10A-01D-A060-02	17	38633063	42627344	NA	-0.242350631197569
TCGA-A7-A0D9-10A-01D-A060-02	17	42627345	42867650	NA	-0.900890877905153
TCGA-A7-A0D9-10A-01D-A060-02	17	42867651	43251068	NA	-0.268229921390018
TCGA-A7-A0D9-10A-01D-A060-02	17	43251069	47303626	NA	0.254639669685797
TCGA-A7-A0D9-10A-01D-A060-02	17	47303627	50312828	NA	-0.914658591831682
TCGA-A7-A0D9-10A-01D-A060-02	17	50312829	50574959	NA	-0.202169245449375
TCGA-A7-A0D9-10A-01D-A060-02	17	50574960	50977061	NA	-0.89642882627105
TCGA-A7-A0D9-10A-01D-A060-02	17	50977062	51495121	NA	-0.184086132230432
TCGA-A7-A0D9-10A-01D-A060-02	17	51495122	56686217	NA	-0.913061848807789
TCGA-A7-A0D9-10A-01D-A060-02	17	56686218	56952807	NA	0.0561700942237604
TCGA-A7-A0D9-10A-01D-A060-02	17	56952808	57178098	NA	0.588941620498138
TCGA-A7-A0D9-10A-01D-A060-02	17	57178099	57356062	NA	1.30200874013083
TCGA-A7-A0D9-10A-01D-A060-02	17	57356063	58060905	NA	-0.254427075232432
TCGA-A7-A0D9-10A-01D-A060-02	17	58060906	58449826	NA	0.192881747153647
TCGA-A7-A0D9-10A-01D-A060-02	17	58449827	59246910	NA	-0.20289854331406
TCGA-A7-A0D9-10A-01D-A060-02	17	59246911	60837719	NA	0.245067656726676
TCGA-A7-A0D9-10A-01D-A060-02	17	60837720	63326442	NA	-0.229419249787123
TCGA-A7-A0D9-10A-01D-A060-02	17	63326443	64088627	NA	-0.91348495946042
TCGA-A7-A0D9-10A-01D-A060-02	17	64088628	65190729	NA	-0.192896768088701
TCGA-A7-A0D9-10A-01D-A060-02	17	65190730	65393695	NA	-0.982420704816923
TCGA-A7-A0D9-10A-01D-A060-02	17	65393696	65674729	NA	-0.309933277115716
TCGA-A7-A0D9-10A-01D-A060-02	17	65674730	66037248	NA	0.198210282131268
TCGA-A7-A0D9-10A-01D-A060-02	17	66037249	66671057	NA	-0.200680434260916
TCGA-A7-A0D9-10A-01D-A060-02	17	66671058	81195162	NA	-0.92471130355655
TCGA-A7-A0D9-10A-01D-A060-02	18	10065	78017233	NA	-0.201658936284737
TCGA-A7-A0D9-10A-01D-A060-02	19	70881	59118869	NA	-0.234728891472166
TCGA-A7-A0D9-10A-01D-A060-02	20	60002	45449589	NA	-0.212552489504141
TCGA-A7-A0D9-10A-01D-A060-02	20	45449590	46463396	NA	0.253793151937804
TCGA-A7-A0D9-10A-01D-A060-02	20	46463397	46825786	NA	2.49154765855143
TCGA-A7-A0D9-10A-01D-A060-02	20	46825787	47312032	NA	2.76196028619197
TCGA-A7-A0D9-10A-01D-A060-02	20	47312033	47559442	NA	1.15385512383707
TCGA-A7-A0D9-10A-01D-A060-02	20	47559443	47803738	NA	2.51845918842786
TCGA-A7-A0D9-10A-01D-A060-02	20	47803739	48990779	NA	2.28955586161461
TCGA-A7-A0D9-10A-01D-A060-02	20	48990780	49073710	NA	1.1254500952483
TCGA-A7-A0D9-10A-01D-A060-02	20	49073711	49670755	NA	0.613581795718754
TCGA-A7-A0D9-10A-01D-A060-02	20	49670756	49676283	NA	2.26247743119682
TCGA-A7-A0D9-10A-01D-A060-02	20	49676284	49787883	NA	0.644140439161769
TCGA-A7-A0D9-10A-01D-A060-02	20	49787884	50027080	NA	2.15846036934576
TCGA-A7-A0D9-10A-01D-A060-02	20	50027081	50722925	NA	1.36905642267592
TCGA-A7-A0D9-10A-01D-A060-02	20	50722926	50993632	NA	2.64040878591943
TCGA-A7-A0D9-10A-01D-A060-02	20	50993633	51587396	NA	1.18407921384291
TCGA-A7-A0D9-10A-01D-A060-02	20	51587397	51624111	NA	2.7188351906569
TCGA-A7-A0D9-10A-01D-A060-02	20	51624112	52100697	NA	3.28854273550652
TCGA-A7-A0D9-10A-01D-A060-02	20	52100698	52557435	NA	3.66590686587059
TCGA-A7-A0D9-10A-01D-A060-02	20	52557436	52647500	NA	3.3270134299254
TCGA-A7-A0D9-10A-01D-A060-02	20	52647501	52657685	NA	-0.308526444656779
TCGA-A7-A0D9-10A-01D-A060-02	20	52657686	53231741	NA	3.30192337506163
TCGA-A7-A0D9-10A-01D-A060-02	20	53231742	53676542	NA	3.06194798037103
TCGA-A7-A0D9-10A-01D-A060-02	20	53676543	54279483	NA	3.49477433540523
TCGA-A7-A0D9-10A-01D-A060-02	20	54279484	54813850	NA	3.26645043839823
TCGA-A7-A0D9-10A-01D-A060-02	20	54813851	55732309	NA	2.40278817834079
TCGA-A7-A0D9-10A-01D-A060-02	20	55732310	56135213	NA	2.72687284927077
TCGA-A7-A0D9-10A-01D-A060-02	20	56135214	56442147	NA	2.07469181356156
TCGA-A7-A0D9-10A-01D-A060-02	20	56442148	56483549	NA	2.77396023622362
TCGA-A7-A0D9-10A-01D-A060-02	20	56483550	57453344	NA	2.01728648736979
TCGA-A7-A0D9-10A-01D-A060-02	20	57453345	57586817	NA	2.71675938547134
TCGA-A7-A0D9-10A-01D-A060-02	20	57586818	58113221	NA	2.11044834881018
TCGA-A7-A0D9-10A-01D-A060-02	20	58113222	58767740	NA	1.66796713794346
TCGA-A7-A0D9-10A-01D-A060-02	20	58767741	58928984	NA	2.63482957810047
TCGA-A7-A0D9-10A-01D-A060-02	20	58928985	58989746	NA	3.19041122946411
TCGA-A7-A0D9-10A-01D-A060-02	20	58989747	59503591	NA	1.70060820815929
TCGA-A7-A0D9-10A-01D-A060-02	20	59503592	61538346	NA	0.917921192583319
TCGA-A7-A0D9-10A-01D-A060-02	20	61538347	62407174	NA	1.06818481836987
TCGA-A7-A0D9-10A-01D-A060-02	20	62407175	62684649	NA	2.27633720811127
TCGA-A7-A0D9-10A-01D-A060-02	20	62684650	62965506	NA	2.69597283104373
TCGA-A7-A0D9-10A-01D-A060-02	21	9422246	48119869	NA	-0.209551670014809
TCGA-A7-A0D9-10A-01D-A060-02	22	16051207	51244552	NA	-0.226265745441125
TCGA-A7-A0D9-10A-01D-A060-02	23	2699504	154930285	NA	-0.186598214609633
TCGA-A7-A0D9-01A-31D-A060-02	1	10209	249240606	NA	-0.209285924761182
TCGA-A7-A0D9-01A-31D-A060-02	2	10002	243189359	NA	-0.204489717480704
TCGA-A7-A0D9-01A-31D-A060-02	3	60175	197962416	NA	-0.202061144403502
TCGA-A7-A0D9-01A-31D-A060-02	4	69223	191014397	NA	-0.196448961894486
TCGA-A7-A0D9-01A-31D-A060-02	5	11770	180905246	NA	-0.200676978686708
TCGA-A7-A0D9-01A-31D-A060-02	6	63815	171050932	NA	-0.204844291503843
TCGA-A7-A0D9-01A-31D-A060-02	7	10128	159128640	NA	0.28080926587637
TCGA-A7-A0D9-01A-31D-A060-02	8	23380	35401577	NA	-0.944625187870942
TCGA-A7-A0D9-01A-31D-A060-02	8	35401578	35671070	NA	2.12459537043057
TCGA-A7-A0D9-01A-31D-A060-02	8	35671071	35859033	NA	2.98501906111325
TCGA-A7-A0D9-01A-31D-A060-02	8	35859034	36115699	NA	3.56867147449583
TCGA-A7-A0D9-01A-31D-A060-02	8	36115700	36943179	NA	3.11816801629714
TCGA-A7-A0D9-01A-31D-A060-02	8	36943180	37209035	NA	3.43710091036034
TCGA-A7-A0D9-01A-31D-A060-02	8	37209036	37601928	NA	3.70773342157401
TCGA-A7-A0D9-01A-31D-A060-02	8	37601929	38149138	NA	3.93840136678999
TCGA-A7-A0D9-01A-31D-A060-02	8	38149139	38520119	NA	4.20629641609352
TCGA-A7-A0D9-01A-31D-A060-02	8	38520120	38940452	NA	3.5550657482437
TCGA-A7-A0D9-01A-31D-A060-02	8	38940453	39243402	NA	3.22732143880204
TCGA-A7-A0D9-01A-31D-A060-02	8	39243403	39251874	NA	-0.820617931551086
TCGA-A7-A0D9-01A-31D-A060-02	8	39251875	39308305	NA	2.85158563376945
TCGA-A7-A0D9-01A-31D-A060-02	8	39308306	39708671	NA	3.55938642447248
TCGA-A7-A0D9-01A-31D-A060-02	8	39708672	40060371	NA	-0.955309677096978
TCGA-A7-A0D9-01A-31D-A060-02	8	40060372	40642654	NA	3.75030115084354
TCGA-A7-A0D9-01A-31D-A060-02	8	40642655	40851045	NA	-0.946157604544558
TCGA-A7-A0D9-01A-31D-A060-02	8	40851046	41074582	NA	3.80483737219339
TCGA-A7-A0D9-01A-31D-A060-02	8	41074583	41516686	NA	3.34221696802762
TCGA-A7-A0D9-01A-31D-A060-02	8	41516687	41626798	NA	-0.932557056147935
TCGA-A7-A0D9-01A-31D-A060-02	8	41626799	41693198	NA	3.21797797261477
TCGA-A7-A0D9-01A-31D-A060-02	8	41693199	41902210	NA	-0.940588816042572
TCGA-A7-A0D9-01A-31D-A060-02	8	41902211	41911984	NA	2.61747679324445
TCGA-A7-A0D9-01A-31D-A060-02	8	41911985	41935686	NA	-1.112948606894
TCGA-A7-A0D9-01A-31D-A060-02	8	41935687	41942910	NA	2.97881775670589
TCGA-A7-A0D9-01A-31D-A060-02	8	41942911	41971530	NA	-1.00857539011817
TCGA-A7-A0D9-01A-31D-A060-02	8	41971531	41993802	NA	3.37212768077027
TCGA-A7-A0D9-01A-31D-A060-02	8	41993806	43820483	NA	-0.942028233284881
TCGA-A7-A0D9-01A-31D-A060-02	8	43820484	53965088	NA	1.17088543002402
TCGA-A7-A0D9-01A-31D-A060-02	8	53965089	55811766	NA	0.633492471657973
TCGA-A7-A0D9-01A-31D-A060-02	8	55811767	56185064	NA	1.31687127487827
TCGA-A7-A0D9-01A-31D-A060-02	8	56185065	57528287	NA	0.6220752755056
TCGA-A7-A0D9-01A-31D-A060-02	8	57528288	57652582	NA	1.50489492108143
TCGA-A7-A0D9-01A-31D-A060-02	8	57652583	88465269	NA	0.656001080810994
TCGA-A7-A0D9-01A-31D-A060-02	8	88465270	89077089	NA	0.946178224079487
